word,tag
dulod,other
sinu,name
yevaga,kn
agsthya,kn
favorites,en
kuri,kn
mahalaxmi,name
task,en
taskali,en-kn
iddorella,kn
tamizh,name
kalithaidhini,kn
bigg,en
season,en
pakuren,name
sudeep,name
bhuvan,name
arvind,name
supreeee,en
ani,name
mira,name
aniket,name
reallagi,en-kn
namige,kn
feveret,en
atige,kn
jode,kn
serlay,other
madkotide,kn
meena,name
jodie,kn
anira,kn
plzzzzzzzzzzz,en
plzzzzzzz,en
miraakka,name
anianna,name
banni,kn
likitha,name
deepk,name
imiss,en
chanal,en
kanusuthila,en
maduveyagi,kn
channagiruttira,kn
sannidhi,name
sidharth,name
alrounder,en
madak,en
kansu,kn
erute,kn
emitra,kn
sofa,en
chhori,en
museum,en
merra,name
het,en
mach,en
barthera,kn
hele,en
anni,name
namane,kn
yuavarani,kn
sirela,kn
fat,en
rise,en
petty,en
regressive,en
saler,other
relly,en
reema,name
brahma,name
ganthu,en
poojary,name
confusion,en
aane,kn
gkdj,other
shaming,en
dwarf,en
etc,en
herself,en
established,en
resort,en
adruuu,kn
infringement,en
iddolu,kn
titanic,en
ship,en
bodyshsming,en
acceptable,en
ibharu,kn
sup,en
reall,en
andaru,kn
oka,en
vesukondi,kn
sam,name
naga,en
shourya,name
beggar,en
button,en
smash,en
plated,en
hallmark,en
jewellery,en
wholesale,en
remake,en
korean,en
kotandi,kn
veyandi,kn
semma,name
peaks,en
spliting,en
chusinappudu,kn
gurtuku,kn
vastadi,kn
chusanu,kn
indulo,kn
enni,kn
echhina,kn
takkuve,kn
magada,kn
ledha,kn
adadha,kn
changu,kn
bala,kn
rajendra,name
chesta,name
homosexuality,en
teja,name
moive,en
adhi,name
andi,name
granny,en
arabik,en
choodavachu,kn
sowrya,kn
gary,kn
mundhu,kn
mudhee,kn
kadagandheee,kn
akkinaynni,name
samanthaha,name
janmanta,kn
gurthu,kn
vunde,kn
chesaru,kn
kadhaaa,kn
sworya,kn
meeru,kn
takkuva,kn
unnaru,kn
inka,kn
mve,en
njyd,other
nandhini,name
bagundi,other
samanam,other
lekunda,other
releasing,en
mee,en
veysukovadam,other
kadhu,en
avida,en
petandi,other
luvly,en
gaaru,kn
nagashaurya,name
andari,kn
kante,kn
chinmayi,name
chettha,other
vinaldhu,other
lastlo,other
cheythanya,name
yentri,other
annevallu,other
sourya,name
nandhi,name
blessed,en
couldnt,en
ends,en
uploading,en
rajendraprasadgaru,name
hypocrites,en
bitch,en
opinions,en
tfi,en
okay,en
hake,kn
plese,en
baddimagne,kn
sikkdaga,kn
aadbeku,kn
maja,kn
read,en
snana,kn
floor,en
normal,en
calculating,en
rangaaaaaaaaqq,name
amel,kn
santhena,name
mak,en
cases,en
labo,other
labooo,other
nthg,en
mumbai,location
gav,en
problm,en
beliv,en
rawru,en
mathadthare,kn
ellav,kn
madkothre,kn
kelavarinda,kn
munduvarilike,kn
cheeeniyara,kn
saraku,kn
saganike,kn
nillisbeku,kn
avrannu,kn
hakobeku,kn
annodakke,kn
upyogisidre,kn
bramhana,kn
shitty,en
subscribing,en
monetizee,en
aayta,kn
avan,kn
dodu,kn
avandu,kn
shatta,kn
unoggu,kn
karad,kn
pudi,kn
hakond,kn
nichenkon,kn
thinnu,kn
tuni,kn
kilaadi,kn
pedda,kn
illaaa,kn
madtiraaaaa,kn
muchappa,kn
yaga,kn
electrical,en
aiytuuuu,kn
yavaaaa,kn
shanda,kn
under,en
illiterate,en
fucktard,en
asm,en
yange,kn
ranganatha,name
havrna,kn
insult,en
tumnane,kn
arun,name
muttal,kn
agodde,kn
goru,kn
manel,kn
bndre,kn
katthera,kn
govt,en
kalele,kn
halthare,kn
maduke,kn
yast,kn
thagothira,kn
kuthkondu,kn
mathadbek,kn
agathe,kn
avran,kn
agathya,kn
nmge,kn
adan,kn
illl,en
irritaring,en
paap,kn
cartoons,en
madappa,kn
mentals,en
sadistically,en
behalf,en
critics,en
standing,en
contribution,en
rangha,name
evnnu,kn
mangha,en
ranganaa,name
balance,en
dinke,kn
rangu,name
readersuper,en
repirter,en
innobru,kn
ero,kn
enadono,kn
devare,kn
sisyana,kn
chip,en
helicopter,en
bittare,kn
holasu,kn
evnige,kn
desk,en
kudisidare,kn
prasne,kn
manglarti,kn
edde,kn
helthara,kn
aggressiveness,en
enthusiasm,en
bale,kn
raila,name
bidatane,kn
law,en
land,en
drugs,en
esthu,kn
kuttuhalla,kn
desa,kn
mulgotide,kn
hadra,kn
maddu,kn
hodibeku,kn
dudd,kn
madadre,kn
kelalla,kn
treat,en
benz,en
car,en
hidibeda,kn
koche,kn
hakisi,kn
kondanthe,kn
ayetu,kn
avramaneli,kn
ngt,en
shooting,en
ellidiyappa,kn
ival,kn
tagolalla,kn
gaa,kn
core,en
qualities,en
rubbish,en
talks,en
ashamed,name
thumb,kn
keyyisokundu,kn
mathdake,kn
sathogadmele,kn
tagolodaa,kn
matadidal,kn
bedii,kn
iiga,kn
nal,kn
yege,kn
jailalj,en-kn
tintidale,kn
yavdadru,kn
muleli,kn
kutirtaane,kn
andrr,kn
hagadrr,kn
dinalu,kn
maduvr,kn
aagthala,kn
samarth,name
madwe,kn
bekitta,kn
scolding,en
topple,en
halka,kn
dhavru,kn
adhakintha,kn
kett,kn
maadilla,kn
ildhe,kn
prashne,kn
haag,kn
kopadhalli,kn
maathadirtharo,kn
adhanna,kn
thaakath,kn
gall,en
nalle,kn
masters,en
maadidh,kn
exposena,en
kettudhu,kn
hennina,kn
shoshane,kn
maadkond,kn
bandhiravre,kn
wah,en
langooti,kn
category,en
maduva,kn
madadage,kn
harali,kn
ginta,kn
ivatti,kn
pragmatic,en
dese,kn
ididre,kn
kodtida,kn
angry,en
points,en
adukke,kn
bekithu,kn
ivanige,kn
badigear,other
hattyare,other
bogal,other
nigidu,other
banty,en
dog,en
bekitha,en
yawa,kn
nskkila,kn
tym,en
nakkidini,kn
madidha,kn
sherlock,en
tadyoke,kn
ilaa,kn
yela,kn
rashtra,kn
parle,other
bunti,kn
bittogtane,kn
putgosi,kn
kacha,kn
ena,kn
yavre,kn
aaaashika,name
ranga,name
naath,name
advantages,en
looti,kn
politicians,en
madkollo,kn
scheme,en
bega,kn
dimpi,en
anthadd,kn
lvr,en
yellaadkinta,kn
lastall,en-kn
haakiddu,kn
katarnak,kn
ithu,kn
parleg,en
reference,en
sakkathagithu,kn
hodiri,kn
kansi,kn
kondila,kn
noddange,kn
hivru,other
hobre,other
mathadodhu,kn
bhavihal,other
vive,en
influenced,en
thatt,en
gowtham,name
shravan,name
narrating,en
quiz,en
buzzer,en
otti,kn
kodbekamma,kn
aayke,kn
munnave,kn
needidre,kn
anka,kn
ramanagara,name
thimmayyana,name
doddi,kn
numbar,en
thanka,kn
chick,en
vaysali,kn
ediddu,kn
erlilla,kn
drone,en
prathapuna,name
volle,kn
vulgar,en
puska,kn
throught,en
verybgood,en
mislead,en
barotte,kn
lohith,name
attentive,en
harisha,name
pinith,other
atyuttama,kn
prekshaka,name
pustaka,kn
koduttaa,kn
iddeve,kn
hopefully,en
namduk,kn
supportive,en
nakaratmaka,kn
tantragalige,kn
avakashavilla,kn
loud,en
yathkondu,kn
mooru,kn
naalku,kn
ooorgella,kn
iidu,kn
aaru,kn
mike,en
yentu,kn
ombbatthu,kn
idddamele,kn
belodu,kn
badravagi,kn
hidkolli,kn
responsible,en
loss,en
belongings,en
odi,kn
sanga,kn
kattappa,kn
chitraanna,name
lawyer,en
classy,en
madakku,kn
influence,en
madadru,kn
parvagilla,kn
rapping,en
mangalorekannada,en
needed,en
shona,en
sly,en
funnily,en
basavarajesh,other
adaka,kn
mudrike,kn
kodovastu,kn
koni,kn
screenshot,en
itkotini,kn
neja,kn
basterd,en
dheeraj,name
maathadorna,kn
santasa,kn
sigutto,kn
avagle,kn
event,en
jaste,kn
ellevaragu,kn
kottid,kn
ommomme,kn
aadare,kn
intellectual,en
sleeves,en
vinay,name
remain,en
unpopular,en
path,en
treaded,en
bulb,en
attracts,en
fuses,en
sun,en
shines,en
foul,en
allegiance,en
muc,en
encouraging,en
affairs,en
haar,kn
aagilla,kn
ankond,kn
chanda,kn
uttarkarnataka,location
dag,other
adagi,kn
recipes,en
nodak,kn
nodri,kn
nandeesh,name
noticing,en
kodbeku,kn
cheack,en
maadisi,kn
zero,en
sexism,en
pointed,en
gsk,en
noodtha,kn
someshwara,location
naaane,kn
otthi,kn
helthiddini,kn
srinivas,name
padapunja,location
prayoga,kn
commentary,en
woukd,en
janagalanne,kn
kaliyakke,kn
hottu,kn
dhanyawadagalu,kn
thankyou,kn
fulmeals,en
nimmannu,kn
madsiddakke,kn
kshame,kn
kumbar,kn
chandrashekhar,name
announce,en
quarantine,en
goutham,name
slang,en
lokesh,name
akshata,name
prahlad,name
ivatte,en
sayankala,kn
prathibe,kn
heyalisidare,kn
prathibege,kn
logo,en
rashtradha,name
rashtriya,kn
dfrnce,en
madbahudu,kn
suukshma,name
vishayavannuu,kn
hasybarithagi,kn
yavude,kn
dwandartha,kn
srinath,name
sookshmate,kn
nodidaaga,kn
abusive,en
padtare,kn
otherwise,en
alloo,kn
iddivi,kn
har,kn
sachin,en
adnoo,kn
gichchi,kn
gili,kn
chaa,kn
aat,other
fluency,en
agbitri,kn
shuru,kn
adaag,kn
innasht,kn
hodyana,kn
odovaaga,kn
ello,kn
baigula,kn
barutteno,kn
ansak,kn
odidmel,kn
samadhana,kn
poojari,name
janaralli,kn
jaagruti,kn
moodide,kn
hatred,en
elrigoo,kn
portion,en
enak,kn
naag,kn
maadid,kn
neeva,kn
yaavdu,kn
okok,en
nodiddakke,kn
expectation,en
iconic,en
kinda,en
innuuu,kn
janapada,kn
janti,kn
chitrada,kn
aaykegalu,kn
samasye,kn
harida,kn
mic,en
announcements,en
koodale,kn
aagutte,kn
maadthira,kn
nallu,kn
pioneers,en
maadtane,kn
numduk,kn
yaav,kn
ottad,kn
namigoo,kn
madidri,kn
adonde,kn
kalthiddu,kn
brightness,en
dreamer,en
awesy,en
vakyakke,kn
eradu,kn
hudkdre,kn
huduki,kn
ಜನಗಳ,kn
avrobrige,kn
shivaji,name
woah,en
superbo,en
adakamudrike,kn
rounder,en
boredom,en
mattig,kn
santosha,name
pitch,en
aden,kn
hudukalrapa,kn
taalme,kn
recites,en
gowthama,name
gotra,kn
pravara,kn
recite,en
madidhakke,kn
gurthisiddhu,kn
ankondiddikinta,kn
yaavaag,kn
heliddini,kn
avagella,kn
crowd,en
kirchide,kn
nimindha,kn
ivaag,kn
nadeetide,kn
hoon,en
ardhak,kn
backstage,en
domainu,en
eneno,kn
madtare,kn
oohe,kn
bandaagle,kn
madona,kn
sunny,en
notifications,en
chennagithu,kn
swacha,kn
closing,en
balasiddu,kn
innoo,kn
ishthottu,kn
channagidde,kn
enaithu,kn
fridg,en
fridge,en
chali,kn
yaak,kn
hode,kn
gururaj,name
mundina,kn
adastu,kn
shubha,kn
madiddakkagi,kn
protsahakkaagi,kn
hosad,kn
sketch,en
getup,en
gurtsak,en
aaguttaa,kn
khanditavagi,kn
gurtistini,kn
idvargu,kn
avachya,kn
shabda,kn
ilde,kn
kard,kn
kottidre,kn
adne,kn
kottilla,kn
saaru,kn
thili,kn
alvaa,kn
niyama,kn
paalisi,kn
nakarathmaka,kn
thanthra,kn
balasade,kn
neediddakke,kn
aache,kn
hodre,kn
vadhe,kn
beeltave,kn
lime,en
gracing,en
organise,en
mikes,en
facilitate,en
test,en
materials,en
mics,en
mentioning,en
maralugaadalli,kn
oasis,en
iddira,kn
jaatre,kn
varu,kn
yaranna,kn
bekadaru,kn
maada,kn
nakaratmakta,kn
tantra,kn
modle,kn
echcharike,kn
kotbidana,kn
hushaaraag,kn
kalakali,kn
iravru,kn
nodtirodu,kn
namig,kn
vesha,kn
madkond,kn
bandiddini,kn
hideetira,kn
hendthi,kn
karch,kn
lekka,kn
sersi,kn
kodakke,kn
siktha,kn
programme,en
aadaag,kn
hendati,kn
kelo,kn
bandilla,kn
santwana,kn
haagidre,kn
tegdu,kn
kelbeka,kn
mangalore,location
sye,kn
raa,kn
narasimha,kn
anushri,name
avralla,kn
meme,en
koodi,kn
janya,name
avaranna,kn
madutthare,kn
kage,kn
harisiddhera,kn
yor,kn
oosam,en
senceof,en
humor,en
supebb,en
anusri,name
melina,name
abhimaanakke,kn
sricpted,en
eruva,kn
abhimanakke,kn
abhinandane,kn
hwd,kn
namd,kn
meen,kn
tindiruva,kn
mandi,kn
abhimanake,kn
maneyaru,kn
agidru,kn
agogidare,kn
prank,en
telagu,en
bhakra,kn
bhuvaneshwari,name
madbitralla,kn
kithogiro,kn
suni,name
avrigintha,kn
adhag,kn
kansthade,kn
flz,en
akidhu,kn
aavaga,kn
horaata,kn
maaadi,kn
endhane,kn
bandhange,kn
masm,kn
daling,en
mathadidru,kn
madalva,kn
helidva,kn
kalkolli,kn
durase,kn
madtara,kn
ketchedeya,kn
gottagide,kn
dove,en
combrade,other
hogidna,kn
adeya,kn
konege,kn
thola,kn
bithu,kn
anshri,name
avllge,kn
faste,en
matadkondu,kn
pranks,en
bosssssss,en
anchored,en
syraa,kn
function,en
kotre,kn
bekdru,kn
maadthare,kn
samll,name
yaroo,kn
display,en
agthide,kn
yagutthe,kn
ankar,kn
anuuuuuuuu,name
uuuuuu,en
swag,en
oosaravalli,kn
syeraa,kn
kannadathii,kn
nodidmel,kn
abhimana,kn
hecchaaythu,kn
vishayakke,kn
bekadaddu,kn
madidaare,kn
rindle,en
ulitilla,en
ulibeku,kn
highirbeku,en-kn
kodari,kn
mechidhe,kn
mathadthiya,kn
anumadam,name
animanakke,kn
thak,kn
musie,en
ayithu,kn
canada,en
abimana,kn
madovaga,kn
ravi,name
hamsaleka,kn
dum,other
numbra,kn
premavalla,kn
swartha,kn
compitation,en
kodoke,kn
thakattu,kn
maklige,kn
hakkannu,kn
ivaru,kn
kasidukollutiddare,kn
medum,kn
gavravake,kn
seluyt,kn
saira,kn
aguvaga,kn
evale,kn
kelta,kn
iddara,kn
aagalla,kn
dov,en
madtave,kn
kasturi,kn
thrown,en
remove,en
mangluru,location
syra,kn
promotion,en
eventnalli,en-kn
maddidu,kn
comrade,en
beko,kn
agidduu,kn
abhimaana,kn
riii,kn
ulsoke,kn
edivi,kn
vbm,en
paka,kn
kannadati,kn
sadguru,kn
hakkidna,kn
nodiddini,kn
roadism,en
akash,name
supari,kn
yaaaaa,en
prepaird,en
maathadodhralle,kn
galage,kn
gotthagbiduthe,kn
vindya,name
anushee,name
uncaring,en
sotu,kn
hodralla,kn
numbers,other
premi,kn
dailog,en
yavanig,kn
barute,kn
manju,name
supporter,en
thans,en
respection,en
stopping,en
killing,en
stinking,en
dead,en
rat,en
smell,en
rotan,name
egg,en
detected,en
tapping,en
hennige,name
gourava,name
ivare,name
upp,en
timma,kn
andru,kn
sunill,name
pranked,en
holu,kn
makakke,kn
seaport,en
kgf,en
adana,kn
kannri,kn
vershakke,kn
madkolakke,kn
navyake,kn
ratio,en
bekidre,kn
agtirodu,kn
higrabeku,kn
dakshinakannadad,location
etkondidira,kn
suraksha,name
puni,kn
keibeku,kn
mansu,kn
cheep,en
bayge,kn
idtini,kn
district,en
tulunadu,kn
supper,en
baaaa,kn
henmaklige,kn
sand,en
udugi,kn
gattu,kn
sigutade,kn
sheree,kn
kaage,kn
bidatiya,kn
pubg,en
adtiya,name
dabiing,en
holegade,kn
bidkondru,kn
bhashege,kn
aagbodu,kn
sinimagalu,kn
aagbardu,kn
anuahree,name
bheshi,kn
yargu,kn
bartirlilla,kn
raichut,location
ballari,location
dist,en
avlannu,kn
hogalidru,kn
hogalalla,kn
yakendre,kn
anthavrge,kn
hagbitru,kn
devanand,kn
biradar,kn
oppose,en
ancer,en
nbr,en
numbera,kn
kannadti,kn
swathi,name
till,en
kodatiya,kn
kaliyamma,kn
hellaranna,kn
channge,en
maditira,kn
nemmanna,kn
eaduvaragu,kn
madilava,kn
local,en
hudugan,kn
planned,en
gothagilva,kn
hadugalu,kn
avrela,kn
avratra,kn
volume,en
kadme,kn
aagalva,kn
sharp,en
nanige,kn
gothag,en
bidathe,kn
aware,kn
ninmge,kn
kagge,kn
itttt,kn
ummmmmmmmnnnmm,en
concern,en
oh,en
deepu,name
ittiro,kn
shellikeri,name
dialogs,en
pramu,name
keliradu,kn
num,en
nadkolri,kn
kagee,kn
harsudra,kn
handy,en
remakers,en
shashikala,name
para,kn
mmmnñc,other
university,en
highbury,en
ubud,other
anshree,en
melittiro,en
booss,en
rocky,en
bhaiiiiiiiiiiiiiiiiiiiiiiiii,other
frank,en
viuce,other
baddethava,kn
hilva,kn
ithara,kn
maadbardhagittu,kn
pass,en
subscribeing,en
overagi,en-kn
mathadsi,kn
hudukko,kn
bandhi,kn
atadskondu,kn
reveal,kn
opkondidke,kn
ignored,en
gowthadm,name
tock,en
ayan,name
madudru,kn
ertare,kn
yesh,name
baitere,kn
helii,kn
matadiddi,kn
fooled,en
howda,kn
enge,kn
bayalittirodu,kn
hiduskondya,kn
oho,kn
ideot,en
yanta,kn
namber,en
rohit,name
pant,en
desunagi,other
yakle,kn
pokk,en
kodti,kn
suppur,en
yarri,kn
annannne,kn
madok,kn
manelli,kn
itkole,kn
bakara,kn
agbetti,kn
druva,name
ellava,kn
annanige,kn
bakrana,kn
itavela,kn
madako,kn
yashs,en
doe,en
bhakar,kn
agidu,kn
metu,kn
hodahodibeku,kn
yargunu,kn
adhikara,kn
ketnagi,kn
matad,kn
elladkinna,kn
kilu,kn
lofar,en
baiyake,kn
gagli,kn
soooooooooooooooooooooooo,en
muchhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,en
ÿâšh,name
bass,en
bledy,en
vishya,name
kkr,en
madbekagutthe,kn
aglabaku,kn
tago,kn
biscuit,en
usematadtya,en-kn
pavi,name
rudresh,name
mendur,name
ediot,en
bekha,kn
dhovrge,kn
akun,kn
hartidira,kn
anupama,name
airshwarya,name
rai,name
ivla,kn
keybeku,kn
ansutee,kn
bhakta,kn
raam,name
avrigu,kn
agilveno,kn
annohage,kn
asee,kn
illappa,kn
evllu,kn
sariyge,kn
heldhe,kn
amezingg,en
yenivaga,kn
prak,en
meghna,name
baghya,name
beg,en
joks,en
sunila,name
controlling,en
anupamma,name
medmu,kn
naik,name
anuuu,name
sariagi,kn
crct,en
ranine,kn
arsodalli,kn
superrrrrr,en
bgk,other
heal,en
heavenly,en
madum,kn
sakaaglla,kn
helidd,kn
madskotini,kn
yalaru,kn
chenngi,kn
maduthavre,kn
countie,en
eiruthe,kn
nadini,kn
havy,en
masthagirutte,kn
kusri,kn
bond,en
yavdhu,kn
maharaja,kn
maduskolthini,kn
ollee,kn
maduthedare,kn
kure,kn
cmdy,en
heliddh,kn
maadskonthini,kn
anthalala,kn
esstu,kn
scrept,en
grile,en
nagbeku,kn
madaskolthalanthe,kn
kelavondh,kn
kodutte,kn
heludru,kn
waah,en
hennumaklu,kn
hogbittidare,kn
gangu,kn
nadir,kn
frds,en
meisokku,kn
laayak,kn
ackting,en
aaetu,kn
avanu,kn
eliddu,kn
madao,kn
suppppper,en
ಸಹಯ,kn
sbi,kn
helidhu,kn
madskolthini,kn
control,en
chimpanzee,en
nodrappa,kn
iddidre,kn
bidla,kn
andirodu,kn
iddru,kn
beaware,kn
madiskotini,kn
yenri,kn
unta,kn
nimmalli,kn
keltini,kn
madskonthini,kn
anthale,kn
barlilva,kn
asaiyavagi,kn
madiri,kn
dakshina,kn
janrannu,kn
idhuvarge,kn
histryalle,kn
yamunakka,kn
malthina,kn
thuthijara,kn
yalig,kn
goltu,kn
yalgottu,kn
baddimaga,kn
madskothinandhlu,kn
purposely,en
dimmed,en
hellid,kn
bedda,kn
screeptu,en-kn
elithade,kn
idappa,kn
harsidira,kn
akkanige,kn
aglilla,kn
ansutthe,kn
yappu,kn
supppar,en
comdey,en
hudege,kn
cheating,en
goth,kn
janake,kn
mathadak,kn
cinemagallu,kn
eastee,kn
havdu,kn
ket,kn
jasthine,kn
maryadine,kn
edralle,kn
evlu,kn
anthane,kn
mathadsidu,kn
nodthide,kn
bitte,kn
nanmaga,kn
enanmaga,kn
nodilla,kn
keluvu,kn
kivige,kn
bidda,kn
madskothini,kn
begga,kn
madarapa,kn
enjoyable,en
aparna,name
takies,en
srujan,name
prataap,name
pratap,name
madonna,kn
sirand,kn
apparna,name
bloopers,en
prathap,name
plass,en
talkis,en
pratab,name
anil,name
kumble,kn
manish,name
pandey,name
talkies,en
prem,kn
agnisakshi,kn
epiosods,en
sujan,name
nagapattinam,kn
code,en
muthu,kn
nys,en
gadiyara,kn
voting,en
meeri,other
paditare,kn
kadle,kn
puri,kn
varalakshmi,name
commination,en
majaa,kn
mugadmele,kn
haaki,kn
plss,en
torsok,kn
voot,en
navre,kn
comedyan,en
kiri,kn
perhaps,en
majaatakis,en-kn
roopa,name
binnal,other
thanda,kn
kk,en
manadha,kn
dhanyavadha,kn
padthini,kn
sadha,other
naguvinondhige,kn
aase,kn
superrrrrrrrrr,en
edrene,kn
varalaxmi,name
avrandre,kn
nanag,kn
remo,name
mandya,location
vabran,other
yalru,kn
kalasa,kn
sruju,name
viodo,en
nuu,kn
unseen,en
takis,en
madame,kn
sruja,name
hogbeku,kn
collect,en
madkolodu,kn
plz,en
bitre,kn
tavu,kn
bittre,kn
fst,en
beliri,kn
matdi,kn
blooper,en
maaki,kn
chut,en
suvvar,en
dalits,kn
ghaand,other
oeisisaabji,other
com,en
basyard,kn
maneg,kn
kutkoli,kn
named,en
deals,en
cars,en
omg,en
nagusthira,kn
srujen,name
madonu,kn
agidhu,kn
ellargu,kn
cham,en
hgbj,other
newly,en
digital,en
exciting,en
offers,en
blockbuster,en
toons,en
ios,en
fourite,en
𝚄𝚜𝚎,en
𝚘𝚗𝚕𝚢,en
𝙺𝚊𝚗𝚗𝚊𝚍𝚊,en
𝚠𝚑𝚢,en
𝚃𝚎𝚕𝚞𝚐𝚞,en
𝚑𝚊𝚟𝚎,en
𝚖𝚊𝚗𝚢,en
𝚟𝚊𝚛𝚒𝚊𝚝𝚒𝚘𝚗𝚜,en
𝚔𝚊𝚗𝚗𝚊𝚍𝚊,en
𝚜𝚕𝚊𝚗𝚐,en
𝚙𝚕𝚣,en
𝚞𝚜𝚎,en
𝚝𝚑𝚎,en
𝚒𝚗𝚜𝚝𝚎𝚊𝚍,en
chai,other
avrgina,kn
invite,en
mutthu,kn
charecter,en
sikkila,kn
behaviour,en
futre,en
athi,name
madthale,kn
pancha,kn
saudi,en
arabiadal,kn
iddeeni,kn
nododhe,kn
shivkumar,name
sakkathagi,kn
madkodo,kn
rindane,kn
sathi,kn
iruthe,kn
mava,kn
navin,name
prasna,kn
pappi,kn
maadhe,kn
niyath,kn
oru,kn
loafer,en
tapa,kn
dia,other
edralli,kn
mathadirodu,kn
sambadanee,kn
helthidiraa,kn
gothirodakke,kn
anthidira,kn
awathu,kn
kaneeru,kn
haadu,kn
nodange,kn
helthale,kn
thikli,kn
anthavru,kn
eethara,kn
madodanna,kn
annavaratara,kn
sulemakla,kn
kanamma,kn
neennin,kn
ankondidiya,kn
kuthkolodu,kn
koothavre,kn
upendra,name
kasahinath,kn
sishya,kn
madrtiya,kn
kithapathi,kn
blur,en
nodkoloke,kn
madamge,kn
muchne,kn
gothidmele,kn
alodakke,kn
raccu,name
kelavandu,kn
opkund,kn
racchu,name
kuttkondu,kn
chapali,kn
thorbeda,kn
yalro,kn
yaladu,kn
pujagandii,kn
rachitharam,name
movieliii,en-kn
messagenaaa,en-kn
characterge,en-kn
hype,en
kodbodittu,kn
hangidre,kn
controversy,en
howdha,kn
kodbardha,kn
ketdag,kn
matadbedi,kn
upii,name
rsvi,name
romance,en
rchitha,name
indtha,kn
ravichandran,name
galali,kn
nodithivi,kn
hosadenu,kn
pracharke,kn
sikilwa,kn
ingagodhru,kn
wife,en
net,en
assasinate,en
ravichndran,name
madee,en
messages,en
shameful,en
agatykkinta,kn
boldness,en
huttave,kn
torsbedi,kn
gottirode,kn
helbekandre,kn
purely,en
everybody,en
ittirodu,kn
mangan,kn
tulle,other
agree,en
batte,kn
ellade,kn
madabedi,kn
rachu,name
filmannu,en-kn
nodbodu,kn
niin,kn
hendine,kn
awlanne,kn
hokondidre,kn
upedra,name
ravichadra,name
malls,en
yakda,kn
yeledu,kn
keta,kn
yakayaa,kn
mathadtheya,kn
chappar,kn
muchhu,kn
poster,en
bittila,kn
firing,en
nanmagandh,kn
kududubuttu,kn
madabaradu,kn
kannoo,kn
tilkoli,kn
loo,kn
sullmagane,kn
ninakkan,kn
sandlwood,en
sullemunde,kn
yekda,kn
yeku,kn
uchha,kn
briyani,en
maatgalu,kn
mathadilla,kn
hogultha,kn
mathadudre,kn
baibardhu,kn
prathiyondhu,kn
mathna,kn
kelala,kn
yakh,kn
bayi,other
noicekonthiya,en-kn
oduvantha,kn
madapa,kn
mathadu,kn
nimgoskara,kn
gadu,kn
sulemagane,kn
nahi,other
maun,other
gabu,kn
gaman,name
akhiyan,kn
aapko,other
deled,en
mona,name
solomon,name
obbane,kn
yavno,kn
bekupa,kn
bos,en
matnadbekadre,kn
yogithi,kn
sor,other
helod,kn
sary,kn
jotte,kn
henmklu,kn
ningyako,kn
ivalla,kn
muchkondiru,kn
janmake,kn
kannanno,kn
matadide,kn
shabhash,other
handsoff,en
nodooo,kn
gothaguthe,kn
cyke,other
helidya,kn
togonde,kn
maadthane,kn
magandu,kn
fighting,en
nodkondiya,kn
ordered,en
billion,en
kamasutra,kn
hinduism,en
accepting,en
threatened,en
ruin,en
fragile,en
rants,en
graders,en
dick,en
henalla,kn
dysphoria,en
educational,en
badkoloke,kn
adhre,kn
holsagiro,kn
belongs,en
represented,en
toxic,en
tantege,kn
gottalla,kn
baididdane,kn
adar,other
aita,kn
bandid,kn
sksr,other
veerya,kn
huttirovne,kn
anonymous,en
yarge,kn
huttidavanu,kn
bhatkal,location
chakka,kn
nind,kn
saava,kn
henmakl,kn
kodod,kn
lecture,en
maklo,kn
ekke,kn
thilkolo,kn
hudgige,kn
muka,kn
adrunu,kn
lekkadalli,kn
shaving,en
ayta,kn
nodkolo,kn
fairing,en
fist,en
protect,en
duudu,kn
mamms,en
ravichandra,name
ellvaalla,kn
olledikke,kn
horad,kn
thirodu,kn
hedrkond,kn
video,en
hakthiya,kn
tunni,kn
nodro,kn
engidhe,kn
magundhuu,kn
helkond,kn
akotaane,kn
tagdu,kn
nindhu,kn
makliga,kn
thoreasu,kn
yaka,kn
bhayana,kn
bayaiga,kn
yakada,kn
fucking,en
ghandu,kn
richitha,name
handhinan,kn
magna,kn
suffering,en
decease,en
pointing,en
inferiority,en
mathadidra,kn
dhanak,kn
hoddang,kn
hodithar,kn
adka,kn
netgidiya,kn
madveyadlu,kn
pungtidalla,kn
hogittu,kn
muk,kn
inodsari,kn
cultureless,en
fellows,en
kodonu,kn
avattu,kn
hugdi,kn
madtidale,kn
poison,en
takondu,kn
nataka,kn
karanataka,en
baiyodu,kn
nimmina,kn
yennu,kn
yelludru,kn
hatssoff,en
edeanta,kn
torisirodu,kn
tilko,kn
jorag,kn
innodu,kn
hallu,kn
vasane,kn
chaddi,kn
akho,kn
basri,kn
olleyavanu,kn
chaali,kn
then,en
endgane,kn
udgur,kn
kettogtaerodhu,kn
lets,en
lay,en
magny,kn
muchgond,kn
eru,kn
nengy,kn
agg,kn
helidane,kn
apologising,en
hospital,en
navruu,kn
serskolalla,kn
evanaa,kn
madilde,kn
caracter,en
mundade,kn
ogu,kn
drushti,kn
madlu,kn
madthiya,kn
tiga,other
mucchu,kn
atra,kn
hekda,kn
antidya,kn
evnge,kn
kodhi,kn
avaga,kn
entavella,kn
